denominazione,tipologia,ente,tip_amministrativa,indirizzo,frazione,cap,telefono,fax,email,sito_web,Latitudine,Longitudine
Biblioteca del mobile e dell'arredamento,Specializzata,Comune di Lissone,Comune,Piazza IV Novembre 2,,20035.0,+39 0397397461,+39 0397397281,bibliotecadelmobile@comune.lissone.mi.it,http://www.comune.lissone.mi.it,45.61011,9.242625
Biblioteca comunale,Importante non specializzata,Comune di Locate di Triulzi,Comune,Via Roma 5,,20085.0,+39 029079335,+39 0290731200,biblioteca.locate@sbiroz.it,http://www.sbiroz.it,45.3573956,9.2223902
Biblioteca comunale,Importante non specializzata,Comune di Macherio,Comune,Via Roma 38,,20050.0,+39 0392013500,+39 0392323908,biblioteca@comune.macherio.mi.it,,45.638865,9.26577
Biblioteca comunale,Importante non specializzata,Comune di Magenta,Comune,Via Novara 2,,20013.0,+39 029790828,+39 029793729,bib.magenta@endoxa.it,http://www.netsys.it,45.465071,8.875583
Biblioteca comunale,Importante non specializzata,Comune di Magnago,Comune,Via Lambruschini 4,,20020.0,+39 0331309196,+39 0331306205,magnago@bibliocastanese.it,http://www,45.5797952,8.7996962
Biblioteca comunale,Pubblica,Comune di Marcallo con Casone,Comune,Via Clerici 142,,20010.0,+39 0297961772,+39 0297911214,,,45.4866555,8.8738093
Biblioteca comunale,Pubblica,Comune di Masate,Comune,Via Milano 69,,20060.0,+39 0295760052,+39 0295761752,bibmasate@sbv.mi.it,http://www.sbv.mi.it/masate/biblioteca,45.5618838,9.4905188
Biblioteca comunale Francesco Masetti,Pubblica,Comune di Mesero,Comune,Piazza Europa,,20010.0,+39 029788519,+39 029728674,,http://www.netsys.it/magenta/biblioteca,45.501193,8.854235
Biblioteca comunale,Importante non specializzata,Comune di Mezzago,Comune,Via S. Biffi 1,,20050.0,+39 0396883208,+39 0396020383,bibmezzago@sbv.mi.it,http://www.sbv.mi.it/mezzago/biblioteca,45.6405416,9.4276673
Biblioteca del Corriere della Sera,Specializzata,Rizzoli Corriere della Sera - RCS quotidiani,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Via Solferino 28,,20121.0,+39 0262827506,+39 026599682,documentazione.corriere@rcs.it,http://www.corriere.it/fondazionecorriere/archivio,45.4768732,9.1877061
Biblioteca Ambrosiana,Specializzata,Biblioteca Ambrosiana,Enti ecclesiastici,Piazza Pio XI  2,,20123.0,+39 02806921,+39 0280692210,info@ambrosiana.it,http://www.ambrosiana.it,45.4637786,9.1859514
Associazione Culturale Biblioteca Famiglia Meneghina-Società del Giardino,Specializzata,Associazione Culturale Famiglia Meneghina,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via S. Paolo 10,,20121.0,+39 0276005705,+39 028900714,menebiblio@libero.it,http://www.meneghina.it,45.465592,9.1935788
Biblioteca comunale rionale Venezia,Pubblica,Comune di Milano,Comune,Via Frisi 2/4,,20129.0,+39 0288465799,+39 0288442137,,http://www.comune.milano.it/biblioteche,45.474936,9.2086283
Biblioteca comunale rionale Sicilia,Pubblica,Comune di Milano,Comune,"Via Sacco, 14",,20146.0,+39 0288465863,+39 0288465864,,www.comune.milano.it/biblioteche,45.4653052,9.1520556
Biblioteca comunale rionale Parco Sempione,Importante non specializzata,Comune di Milano,Comune,Via Cervantes,,20121.0,+39 0288465812,+39 0288442138,,http://www.comune.milano.it/biblioteche/sub_rionali.html,45.4745606,9.1741337
Biblioteca comunale rionale Quarto Oggiaro,Importante non specializzata,Comune di Milano,Comune,Via  Otranto  7,,20157.0,+39 0288465813,+39 0288465820,,http://www.comune.milano.it/biblioteche/sub_rionali.html,45.5153390178263,9.13036823272705
Biblioteca del Museo Bagatti Valsecchi,Specializzata,Fondazione Bagatti Valsecchi,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via Gesù 5,,20122.0,+39 0276006132,+39 0276014859,promo@museobagattivalsecchi.org,,45.4691945,9.1946614
Biblioteca dell'Archivio capitolare di S. Ambrogio,Specializzata,Capitolo della Basilica di S. Ambrogio di Milano,Enti ecclesiastici,Piazza S. Ambrogio 15,,20123.0,+39 0286450895,,,http://santambrogio-basilica.it/basilica.htm,45.4633099,9.1750279
Biblioteca comunale rionale Dergano - Bovisa,Pubblica,Comune di Milano,Comune,Via Baldinucci 76,,20158.0,+39 0288465807,+39 0288442130,,http://www.comune.milano.it/biblioteche/sub_rionali.html,45.5035541,9.1695699
Biblioteca comunale centrale,Importante non specializzata,Comune di Milano,Comune,Corso di Porta Vittoria 6,,20122.0,,+39 0288463353,c.bibliocentrale@comune.milano.it,,45.4622646,9.1981965
Biblioteca Centrale di Architettura del Politecnico di Milano,Istituto di insegnamento superiore,Politecnico di Milano,Universita' statali,"Via Ampére, 2",,20133.0,,+39 0223992695,,http://www.biblio.polimi.it/sedi/biblioteche/biblioteca-centrale-di-architettura/,45.4792109,9.2271995
Biblioteca della Pirelli,Specializzata,Pirelli spa,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Viale Sarca 222,,20126.0,+39 0264423057,+39 0264429889,biblioteca@pirelli.com,,45.5197896,9.2111531
Biblioteca della Direzione affari generali della Edison,Specializzata,Edison,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Foro Bonaparte 3,,20121.0,+39 0262705953,+39 0262705276,,http://www.edison.it,45.467875,9.181789
Biblioteca Livia Simoni - Museo teatrale alla Scala,Specializzata,Museo teatrale alla Scala,"Accademie, associazioni, fondazioni, istituti (pubblici)",Largo Ghiringhelli - Piazza della Scala,,20123.0,+39 0288792088,+39 0288792090,sartorio@fondazionelascala.it,http://www.teatroallascala.org/it/scopri/museo-teatrale/biblioteca-simoni.html,45.4667675298111,9.19021368026733
Biblioteca Scuola e quartiere dell'Istituto salesiano S. Ambrogio,Importante non specializzata,Salesiani. Istituto salesiano S. Ambrogio di Milano,Enti ecclesiastici,Via Copernico 9,,20125.0,+39 02676271,,,,45.4877894,9.2009305
Biblioteca della Roche,Specializzata,Roche spa,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Viale Stucchi 110,,20052.0,+39 022473206,+39 02835404,,,45.5811663,9.3087816
Biblioteca comunale rionale Villapizzone,Importante non specializzata,Comune di Milano,Comune,Via F. Grugnola 3,,20156.0,+39 0288465815,+39 0288442132,biblioteca.villapizzone@comune.milano.it,http://www.comune.milano.it/biblioteche/sub_rionali.html,45.4999236,9.1474471
Biblioteca comunale rionale Lorenteggio,Importante non specializzata,Comune di Milano,Comune,Via E. Odazio 9,,20147.0,+39 0288465811,+39 0288442140,biblioteca.lorenteggio@comune.milano.it,http://www.comune.milano.it/biblioteche/sub_rionali.html,45.447522,9.1340766
Biblioteca comunale rionale Harar,Importante non specializzata,Comune di Milano,Comune,Via Albenga 2,,20153.0,+39 0288465810,+39 0288442136,biblioteca.harar@comune.milano.it,http://www.comune.milano.it/biblioteche/sub_rionali.html,45.4739422,9.1194666
Biblioteca comunale rionale Affori,Importante non specializzata,Comune di Milano,Comune,Viale Affori 21,,20161.0,+39 0288462522,+39 0288462521,biblioteca.affori@comune.milano.it,http://www.comune.milano.it/biblioteche/sub_rionali.html,45.5168763,9.167855
Biblioteca comunale rionale Accursio,Importante non specializzata,Comune di Milano,Comune,Piazzale Accursio 5,,20151.0,+39 0288464300,+39 0288463401,biblioteca.accursio@comune.milano.it,http://www.comune.milano.it/biblioteche/sub_rionali.html,45.4916645,9.1460891
Biblioteca francescano-cappuccina provinciale,Specializzata,Frati minori Cappuccini. Curia provincializia di Milano,Enti ecclesiastici,Via Kramer 5,,20129.0,+39 0277122332,+39 0277122333,archiviopcl@tin.it,http://www.comunicare.it/luoghi/archivio,45.4686091,9.2086161
Biblioteca nazionale Braidense,Importante non specializzata,Ministero dei beni e delle attività culturali e del turismo. Biblioteca nazionale Braidense,Direzione Generale Biblioteche e Istituti Culturali,Via Brera 28,,20121.0,+39 0286460907,+39 0272023910,b-brai.pres-interbib@beniculturali.it,http://www.braidense.it,45.471946,9.187845
Biblioteca militare del Presidio,Specializzata,Ministero della difesa. Comando RFC di Milano,Presidenza del consiglio dei ministri e ministeri,Corso Italia 58,,20122.0,+39 0258310276,,,,45.4534918,9.1869172
Biblioteca Indena,Specializzata,Indena,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Viale Ortles 12,,20139.0,+39 0257496251,+39 0257496290,,http://www.indena.it,45.439214,9.2024009
Biblioteca delle Facoltà di giurisprudenza e di lettere e filosofia dell'Università degli studi di Milano,Istituto di insegnamento superiore,Università degli studi di Milano. Facoltà di giurisprudenza e di lettere e filosofia,Universita' statali,Via Festa del Perdono 7,,20122.0,+39 0250312468,+39 0250312598,info.bglf@unimi.it,http://www.sba.unimi.it/BGLF,45.4603257,9.1937983
Biblioteca e Archivio della Veneranda Fabbrica del Duomo,Specializzata,Veneranda Fabbrica del Duomo di Milano,Enti ecclesiastici,Piazza Duomo 20,,20122.0,+39 0272022656,+39 0272022419,archivio@duomomilano.it,http://www.duomomilano.it/,45.4635806289206,9.19325961719665
Biblioteca della Stazione sperimentale per le industrie degli oli e dei grassi - SSOG,Specializzata,Ministero delle attività produttive,Presidenza del consiglio dei ministri e ministeri,Via G. Colombo 79,,20133.0,+39 027064971,+39 022363953,ssog@iol.it,http://www.ssog.it/bib_intro.php,45.4746669,9.2265895
"Biblioteca della Soprintendenza per i beni architettonici e per il paesaggio di Milano, Bergamo, Como, Lecco, Lodi, Pavia, Sondrio e Varese",Specializzata,Ministero dei beni e delle attività culturali e del turismo. Direzione generale per i beni architettonici e per il paesaggio,Direzione generale per i beni archeologici,Piazza Duomo 14,,20122.0,+39 0286313228,+39 0272023269,,,45.4634902,9.191447
Biblioteca della Soprintendenza archivistica per la Lombardia,Specializzata,Ministero dei beni e delle attività culturali e del turismo. Soprintendenza archivistica per la Lombardia,Direzione generale per gli archivi,"Corso Magenta, 24",,20123.0,+39 0286984548,+39 0286457074,sa-lom@beniculturali.it,http://sa-lom.archivi.beniculturali.it/,45.4657348,9.1730288
"Biblioteca del Dipartimento di Anestesiologia, terapia intensiva e scienze dermatologiche - Sez. di scienze dermatologiche Agostino Pasini - Università degli studi di Milano",Istituto di insegnamento superiore,"Università degli studi di Milano. Dipartimento di Anestesiologia, terapia intensiva e scienze dermatologiche - Sez. di scienze dermatologiche Agostino Pasini",Universita' statali,Via Pace 9,,20122.0,+39 0255035114,+39 0250320779,scienze.dermatologiche@unimi.it,http://www.sba.unimi.it/Biblioteche/BD/f8.htm,45.4590409,9.2030264
Biblioteca del Dipartimento di morfologia umana dell'Università degli studi di Milano,Istituto di insegnamento superiore,Università degli studi di Milano. Dipartimento di morfologia umana,Universita' statali,Via Mangiagalli 31,,20133.0,+39 0250315384,+39 0250315387,anasegre@unimi.it,http://www.morfologia.unimi.it,45.4742562,9.2280785
Biblioteca del Dipartimento di fisiologia umana - Sez. di Fisiologia umana 2 - Università degli studi di Milano,Istituto di insegnamento superiore,Università degli studi di Milano.  Dipartimento di fisiologia umana - Sez. di Fisiologia umana 2,Universita' statali,Via Mangiagalli 32,,20133.0,+39 0250315454,+39 0250315455,,http://www.sba.unimi.it/Biblioteche/BD/e4.htm,45.4742278,9.2279584
Biblioteca del Dipartimento di fisiologia umana - Sez. di Fisiologia umana 1 - Università degli studi di Milano,Istituto di insegnamento superiore,Università degli studi di Milano. Dipartimento di fisiologia umana - Sez. di Fisiologia umana 1,Universita' statali,Via Mangiagalli 32,,20133.0,+39 0250315441,+39 0250315430,fisioum1@unimi.it,http://www.sba.unimi.it/Biblioteche/BD/e3.htm,45.4742278,9.2279584
Biblioteca del Dipartimento di Fisica del Politecnico di Milano,Istituto di insegnamento superiore,Politecnico di Milano. Dipartimento di fisica,Universita' statali,Piazza Leonardo da Vinci 32,,20133.0,,,,http://www.biblio.polimi.it/sedi/biblioteche/biblioteca-del-dipartimento-di-fisica/,45.4775146,9.2267609
Biblioteca del Dipartimento di protezione dei sistemi agroalimentare e urbano e valorizzazione delle biodiversità dell'Università degli studi di Milano,Istituto di insegnamento superiore,Università degli studi di Milano. Dipartimento di protezione dei sistemi agroalimentare e urbano e valorizzazione delle biodiversità,Universita' statali,Via Celoria 2,,20133.0,+39 0250316742,+39 0250316748,biblento@unimi.it,http://users.unimi.it/agra/entomo/Biblioteca.html?l=it,45.4768749,9.2268546
Biblioteca del Dipartimento di produzione vegetale - DiProVe. Sezione di coltivazioni arboree dell'Università degli studi di Milano,Istituto di insegnamento superiore,Università degli studi di Milano. Dipartimento di produzione vegetale - DiProVe,Universita' statali,Via Celoria 2,,20133.0,+39 0250316569,+39 0250316553,icami.biblio@unimi.it,http://www.diprove.unimi.it,45.4768749,9.2268546
Biblioteca del Dipartimento di Scienze materno infantili - Sezione di clinica ostetrica e ginecologica - Università degli studi di Milano,Istituto di insegnamento superiore,Università degli studi di Milano. Dipartimento di Scienze materno infantili - Sez. di clinica ostetrica e ginecologica,Universita' statali,Via Commenda 12,,20122.0,+39 0250320261,+39 0250320252,daniela.mombelli@unimi.it,http://www.sba.unimi.it/Biblioteche/BD/e1.htm,45.4571889,9.1990829
Biblioteca del Dipartimento Toraco polmonare e cardiocircolatorio . Sezione di Medicina cardiovascolare - Università degli studi di Milano,Istituto di insegnamento superiore,Università degli studi di Milano. Dipartimento Toraco polmonare e cardiocircolatorio . Sez. di Medicina cardiovascolare,Universita' statali,Via F. Sforza 35,,20122.0,+39 0255033522,+39 0250320480,ammbs@unimi.it,http://www.sba.unimi.it/Biblioteche/BD/d6.htm,45.4591996,9.1950329
Biblioteca del Dipartimento di scienze animali. Sezione di zootecnica agraria dell'Università degli studi di Milano,Istituto di insegnamento superiore,Università degli studi di Milano. Facoltà di agraria. Istituto di zootecnia generale,Universita' statali,Via Celoria 2,,20133.0,+39 0250316433,+39 0250316434,zooagri@unimi.it,http://www.dsa.unimi.it/servizi/biblioteca-zootecnica-agraria,45.4768749,9.2268546
Biblioteca di Infrastrutture di trasporto e geoscienze del Dipartimento di Ingegneria Civile e Ambientale - DICA del Politecnico di Milano,Istituto di insegnamento superiore,Politecnico di Milano. Dipartimento di Ingegneria Civile e Ambientale (DICA),Universita' statali,Piazza Leonardo da Vinci 32,,20133.0,+39 0223996653,+39 0223996657,,http://www.biblio.polimi.it/sedi/biblioteche/bib-infrastrutt-trasporto-e-geoscienze-dip-dica/,45.4775146,9.2267609
Biblioteca del Dipartimento Toraco polmonare e cardiocircolatorio - Sezione di tisiologia e malattie dell'apparato respiratorio - Università degli studi di Milano,Istituto di insegnamento superiore,Università degli studi di Milano. Dipartimento Toraco polmonare e cardiocircolatorio - Sez. di tisiologia e malattie dell'apparato respiratorio,Universita' statali,Via F. Sforza 35,,20122.0,+39 0250320625,+39 0250320628,clara.antonucci@unimi.it,http://www.sba.unimi.it/Biblioteche/BD/g5.htm,45.4591996,9.1950329
Gustavus A. Pfeiffer memorial library,Specializzata,Istituto di ricerche farmacologiche Mario Negri,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via Eritrea 62,,20157.0,+39 0239014353,+39 0239000420,bib@marionegri.it,http://www.marionegri.it,45.5104763,9.1376019
Biblioteca del Dipartimento di scienze e tecnologie biomediche - Sezione di scienze radiologiche - Università degli studi di Milano,Istituto di insegnamento superiore,Università degli studi di Milano. Dipartimento di scienze e tecnologie biomediche - Sez. di scienze radiologiche,Universita' statali,Via A. Di Rudinì 8,,20142.0,+39 0250323045,+39 0250323046,,http://www.sba.unimi.it/Biblioteche/BD/g2.htm,45.4332433,9.1582236
Biblioteca del Dipartimento di Morfologia umana e scienze biomediche - Città Studi - Sezione di Patologia generale - Università degli studi di Milano,Istituto di insegnamento superiore,Università degli studi di Milano.  Dipartimento di Morfologia umana e scienze biomediche - Sez. di Patologia generale,Universita' statali,Via Mangiagalli 31,,20133.0,+39 0250315688,+39 0250315724,biblpatgen@unimi.it,http://www.sba.unimi.it/Biblioteche/BD/f4.htm,45.4742562,9.2280785
"Biblioteca del Dipartimento di ingegneria agraria, Sezione di ingegneria agraria, dell'Università degli studi di Milano",Istituto di insegnamento superiore,Università degli studi di Milano. Facoltà di agraria. Istituto di ingegneria agraria,Universita' statali,Via Celoria 2,,20133.0,+39 0250316866,+39 0250316845,biblio.ing@unimi.it,http://users.unimi.it/iia/ingag.html,45.4768749,9.2268546
Biblioteca di Ingeneria Ambientale del Dipartimento di Ingegneria Civile e Ambientale - DICA del Politecnico di Milano,Istituto di insegnamento superiore,Politecnico di Milano. Dipartimento di Ingegneria Civile e Ambientale (DICA),Universita' statali,Via C. Golgi 39,,20133.0,+39 0223996414,+39 0223996499,,http://www.biblio.polimi.it/sedi/biblioteche/biblioteca-ing-ambientale-dipartimento-dica/,45.4769333,9.2322851
Biblioteca di Ingegneria Idraulica del Dipartimento di Ingegneria Civile e Ambientale - DICA del Politecnico di Milano,Istituto di insegnamento superiore,Politecnico di Milano. Dipartimento di Ingegneria Civile e Ambientale (DICA),Universita' statali,Piazza Leonardo da Vinci 32,,20133.0,+39 0223996289,,,http://www.biblio.polimi.it/sedi/biblioteche/biblioteca-di-idraulica-dipartimento-dica/,45.4775146,9.2267609
Biblioteca della Soprintendenza per i beni archeologici della Lombardia,Specializzata,Ministero dei beni e delle attività culturali e del turismo. Soprintendenza per i beni archeogici della Lombardia,Direzione generale per i beni archeologici,Via E. De Amicis 11,,20123.0,+39 0289400555,+39 0289404430,sop@arch.lomb@inwind.it,,45.4574758,9.1803547
